@relation employee.data
@attribute ID numeric
@attribute Gender {m,f}
@attribute Age {26-33,18-25,34-41,50yearsabove,42-49}
@attribute EducationBackground {bachelor,diploma,master,undergraduate}
@attribute Language {1,2,3,4,5}
@attribute marriage {single,married,divorced}
@attribute PartnerWorking {no,yes}
@attribute Numberofchildren numeric
@attribute AvgAgeoftheirchildren numeric
@attribute Resident {local,not-local}
@attribute Jobtime {ft,pt}
@attribute Hoursofwork numeric
@attribute Salary numeric
@attribute Yearsofservice {0,1,2,3}
@attribute Socialassurance {yes,no}
@attribute Position {leademp,regularemp,manager,supervisor}
@attribute Department {customerservice,others,marketing,humanresource,sales,financial,IT,inventory,preprocessing,Accounting,rawmaterialswarehouse,manufacturing,management,finishing,finishedgoodswarehouse,corporateservices,corporate,assembly,services,marketingmanagement,manufacturingmanagement}
@attribute Computerskills {good,excellent,none}
@attribute Jobsecurity {good,excellent,bad}
@attribute Smoking {yes,no}
@attribute Transportation {yes,no}
@attribute Vacationdays numeric
@attribute Nationality {iraqi,others,kurdish}
@attribute Employmenttype {permanent,fixedtermcontract,temporary}
@attribute No.ofactivities numeric
@attribute No.ofpenalties numeric
@attribute TermReason {none,WorkRuleViolation,AcceptedNewJob,PoorJobfit,PoorPerformance,JobAbandonment,PoorAttendance,medical-Non-JobRelated,Retirement-Normal,JobDissatisfaction,CareerChange,Retirement-Early,Pay,Violence-Threat/Act,medical-JobRelated,ResignedinlieuofTerm,ResignedinLieuofTermination,PersonalReasons,Deceased,WorkConditions/Requirement,EmployeeRelocation,failedDrug/AlcoholScreen}
@attribute Riseinincomereceived {yes,no}
@attribute Employeedisciplined {no,yes}
@attribute Recommendationforpromotion {yes,no}

@data
177.549734,m,50yearsabove,bachelor,3,married,no,3.207979,20.152516,local,ft,9.592183,941165.312865,0,yes,regularemp,others,good,good,no,yes,2,iraqi,permanent,0,0,none,no,no,no
146.79626,m,34-41,bachelor,3,single,no,2.028973,19.553147,local,ft,8.78502,632372.093344,1,yes,regularemp,others,excellent,good,no,yes,4,iraqi,permanent,0,0,PoorAttendance,yes,yes,no
167,m,50yearsabove,bachelor,2,married,no,4,30,local,ft,9,808000,1,yes,regularemp,marketing,good,good,no,yes,4,iraqi,permanent,0,0,Pay,yes,yes,no
195.195657,m,50yearsabove,bachelor,1,married,yes,3.97244,23,local,ft,8.148282,649018.074319,1,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,0,0,Retirement-Early,yes,yes,no
163.881262,f,50yearsabove,bachelor,1,married,no,0.252091,3.921056,local,ft,8.362918,799628.491442,1,yes,regularemp,others,good,good,no,yes,2.925485,iraqi,permanent,0,0,ResignedinlieuofTerm,no,no,no
167,m,50yearsabove,bachelor,2,married,no,4,30,local,ft,9,808000,1,yes,regularemp,marketing,good,good,no,yes,4,iraqi,permanent,0,0,Pay,yes,yes,no
116.90257,f,18-25,diploma,1,single,no,0,0,local,ft,9,2,1,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,0,3,none,no,yes,no
204,m,26-33,undergraduate,3,married,no,3,15,local,ft,8,712000,1,yes,leademp,others,good,good,no,yes,2,iraqi,permanent,0,0,CareerChange,yes,yes,no
206.570411,m,50yearsabove,diploma,1,married,yes,0.408857,12.840735,local,ft,9,824048.730714,1,yes,regularemp,others,good,excellent,no,yes,4,iraqi,permanent,0,0,medical-Non-JobRelated,yes,yes,no
147.261744,m,50yearsabove,bachelor,3,married,no,3.308432,2.710984,local,ft,8.663956,939496.529977,0,yes,regularemp,others,good,good,no,yes,2.59296,iraqi,permanent,0.598051,0,none,no,no,no
184.612568,m,34-41,bachelor,1,married,no,4,14.53232,local,ft,8,887686.182678,1,yes,regularemp,others,good,excellent,no,yes,1,iraqi,permanent,0,0,Pay,no,no,no
214.706433,m,34-41,bachelor,1,married,no,3.673493,12.739162,local,ft,8,880485.395824,1,yes,regularemp,others,good,good,no,yes,1,iraqi,permanent,0,0,PoorPerformance,no,no,no
207.783043,m,50yearsabove,bachelor,3,married,yes,3.338127,8.044978,local,ft,8.813234,950000,1,yes,regularemp,others,good,good,no,yes,3.45037,iraqi,permanent,0,0,Deceased,no,no,no
143.969368,m,26-33,bachelor,3,married,no,2.869755,6.760273,local,ft,8,1361869.496621,2,yes,leademp,others,good,excellent,no,yes,4,iraqi,permanent,0,0,none,yes,no,no
188.341364,f,42-49,bachelor,4,married,no,3.215428,3.149661,local,ft,8.73857,742328.427786,2,yes,regularemp,others,good,excellent,no,yes,3.71754,iraqi,permanent,0,0,ResignedinLieuofTermination,no,no,no
194,m,26-33,bachelor,4,married,no,5,22,local,ft,9,1,2,yes,regularemp,others,good,excellent,no,yes,4,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
198,m,34-41,bachelor,4,married,no,4,23,local,ft,8,466500,3,yes,regularemp,others,good,excellent,no,yes,2,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
149.561336,m,34-41,bachelor,3,single,no,0.480621,0.790015,local,ft,8.71897,634975.565632,1,yes,regularemp,others,excellent,good,no,yes,4,iraqi,permanent,0,0,PoorAttendance,yes,yes,no
171.28113,m,34-41,bachelor,1,married,no,0,0,local,ft,8,880517.335719,1,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,0,0,PoorPerformance,no,no,no
155.62309,m,50yearsabove,bachelor,1,married,yes,2.673835,4.0425,local,ft,8.866156,637036.249512,1,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,0,0,Retirement-Early,yes,yes,no
216.487292,m,50yearsabove,bachelor,4,single,no,0,0,local,ft,8.768845,950000,1,yes,regularemp,others,good,excellent,no,no,4,iraqi,permanent,0,0,PoorAttendance,no,no,no
177.076776,m,50yearsabove,bachelor,3,married,yes,0.412572,1.419367,local,ft,8.757466,950000,1,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,0,0,Deceased,no,no,no
107.924844,m,18-25,diploma,1,single,no,0,0,local,ft,9,2,1,yes,leademp,humanresource,good,good,no,no,4,iraqi,permanent,0,3,none,no,yes,no
119.381904,m,26-33,bachelor,1,married,no,0,0,local,ft,8.209508,2,1,yes,leademp,others,good,good,no,yes,2,iraqi,permanent,18,0.012994,none,yes,yes,no
154.571082,m,26-33,bachelor,2,single,no,1.237339,3.63849,local,ft,8.513623,569725.592484,1,yes,regularemp,others,good,good,no,yes,3.640323,iraqi,permanent,0,0,AcceptedNewJob,no,no,no
172.270109,m,26-33,bachelor,2,married,no,0.96092,2.734392,local,ft,8.55674,590671.097665,1,yes,regularemp,others,good,good,no,yes,3.17879,iraqi,permanent,0,0,AcceptedNewJob,no,no,no
126,m,26-33,bachelor,1,single,no,0,0,local,ft,9,2,1,yes,leademp,others,good,good,no,yes,4,iraqi,permanent,0,3,none,yes,yes,no
189.420427,m,50yearsabove,diploma,1,married,yes,2.452144,11.503272,local,ft,9.795217,2,1,yes,regularemp,others,good,excellent,no,yes,4,iraqi,permanent,0,0,medical-Non-JobRelated,yes,yes,no
190.029558,m,26-33,bachelor,3,married,no,0.482733,3.416494,local,ft,8,2,1,yes,regularemp,others,good,good,no,yes,1.722101,iraqi,permanent,0,0,CareerChange,yes,yes,no
106.667311,m,26-33,diploma,1,married,no,0.146598,1.576495,local,ft,8,2,1,yes,leademp,others,good,good,no,yes,4,iraqi,permanent,18,0.08221,none,yes,no,no
178.053776,m,26-33,bachelor,4,married,no,0.613252,0.496783,local,ft,8.560768,515216.987275,2,yes,regularemp,others,good,excellent,no,yes,4,iraqi,permanent,0.702474,0,AcceptedNewJob,yes,yes,no
216.008833,m,50yearsabove,bachelor,4,single,no,0,0,local,ft,8.447613,950000,1,yes,regularemp,others,good,excellent,no,no,4,iraqi,permanent,0,0,PoorAttendance,no,no,no
174,f,50yearsabove,bachelor,1,married,no,3,15,local,ft,9,785000,1,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,0,0,ResignedinlieuofTerm,no,no,no
166.160694,m,26-33,bachelor,1,married,no,0,0,local,ft,8.524526,899646.615624,1,yes,regularemp,marketing,good,good,no,yes,3.677741,iraqi,permanent,0,0,none,yes,no,no
168.580216,f,50yearsabove,bachelor,1,married,no,2.258914,14.085764,local,ft,8.009383,794236.061141,1,yes,regularemp,others,good,good,no,yes,1.744388,iraqi,permanent,0,0,ResignedinlieuofTerm,no,no,no
165.117151,m,42-49,bachelor,2,married,yes,3.860029,4.92652,local,ft,9,870441.519406,0,yes,leademp,others,none,good,no,yes,4,iraqi,permanent,0,1.73073,WorkConditions/Requirement,yes,yes,no
208,m,42-49,bachelor,2,married,yes,4,15,local,ft,9,872000,0,yes,leademp,others,none,good,no,yes,4,iraqi,permanent,0,0,WorkConditions/Requirement,yes,yes,no
195.635668,m,42-49,bachelor,3,married,no,3,19.228158,local,ft,8.904116,724841.503773,0,yes,leademp,others,good,good,no,yes,4,iraqi,permanent,0,0,PoorPerformance,yes,yes,no
85.858542,f,42-49,bachelor,2,married,no,0.087215,1.418112,local,ft,8,750000,2,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,603.989839,0,AcceptedNewJob,yes,yes,no
171.065339,m,50yearsabove,bachelor,1,married,yes,5,26.652778,local,ft,8,840668.520724,1,yes,regularemp,others,good,good,yes,yes,2.652045,iraqi,permanent,0,0,PersonalReasons,no,no,no
164.188305,m,26-33,bachelor,1,married,no,4.99288,22.412967,local,ft,9.107768,2,1,yes,supervisor,others,good,good,yes,yes,1.307405,iraqi,permanent,0,0,none,yes,yes,no
164.34915,f,42-49,bachelor,2,married,no,2.204967,19.84896,local,ft,9.581269,742783.7152,2,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
210.918017,m,50yearsabove,diploma,1,married,yes,2.919391,24.756864,local,ft,9.999769,829568.372811,1,yes,regularemp,others,good,excellent,no,yes,4,iraqi,permanent,0,0,medical-Non-JobRelated,yes,yes,no
129.387557,m,26-33,bachelor,1,married,no,4.23957,25.852889,local,ft,8,2,1,yes,supervisor,others,good,good,yes,yes,1.848432,iraqi,permanent,1537.058064,0,none,yes,yes,no
213.003489,m,26-33,bachelor,4,married,yes,2,561104.677366,local,ft,8.242236,430867.043434,3,yes,regularemp,others,good,good,no,yes,3.070704,iraqi,permanent,0,0,Pay,yes,yes,no
111.660206,m,18-25,diploma,1,single,no,0,0,local,ft,9,2,1,yes,leademp,humanresource,good,good,no,no,4,iraqi,permanent,0,3,none,no,yes,no
204.910655,m,42-49,bachelor,4,married,no,3.698613,20.169483,local,ft,8.639545,362489.146188,2,yes,regularemp,others,excellent,good,no,yes,4,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
193,f,42-49,bachelor,4,married,no,4,17,local,ft,9,740000,2,yes,regularemp,others,good,excellent,no,yes,2,iraqi,fixedtermcontract,0,0,ResignedinLieuofTermination,no,no,no
186.447935,m,50yearsabove,bachelor,3,married,no,1.727123,14.425271,local,ft,8.53493,974802.507627,1,yes,regularemp,others,good,good,no,yes,3.747661,iraqi,permanent,0,0,Deceased,no,no,no
151.421284,m,50yearsabove,bachelor,3,married,no,0.377411,17.590427,local,ft,8.685398,938054.519457,0,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,0.891443,0,none,no,no,no
175.958103,m,34-41,bachelor,1,married,no,3.422801,15.85894,local,ft,8.663861,889000,1,yes,regularemp,others,good,excellent,no,yes,3.350007,iraqi,permanent,0,0,Pay,no,no,no
118,f,18-25,diploma,1,single,no,0,0,local,ft,9,2,1,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,0,3,none,no,yes,no
222,m,50yearsabove,bachelor,4,single,no,0,0,local,ft,9,950000,1,yes,regularemp,others,good,excellent,no,no,4,iraqi,permanent,0,0,PoorAttendance,no,no,no
44.010099,f,26-33,bachelor,1,married,no,3.811044,1345.898689,local,ft,8,895678.882079,1,yes,regularemp,marketing,good,good,no,yes,1.320261,iraqi,permanent,224.213682,0.077632,none,yes,no,no
161.615029,m,50yearsabove,bachelor,2,married,no,3.69483,9.036639,local,ft,8.092938,801702.264757,1,yes,regularemp,marketing,good,good,no,yes,3.222544,iraqi,permanent,0,0,Pay,yes,yes,no
115.486203,m,18-25,diploma,1,single,no,0,0,local,ft,9,2,1,yes,leademp,humanresource,good,good,no,no,4,iraqi,permanent,0,3,none,no,yes,no
84.804604,m,26-33,bachelor,1,married,no,0,0,local,ft,8.473807,2,1,yes,regularemp,marketing,good,good,no,yes,2.020235,iraqi,permanent,0,0,none,yes,no,no
5,m,26-33,master,1,single,no,0,0,local,ft,8,2,1,yes,leademp,others,good,good,no,yes,4,iraqi,permanent,6,0,none,yes,no,yes
330.658668,m,26-33,bachelor,1,single,no,3.205651,13.829784,local,ft,8,950000,1,yes,regularemp,humanresource,good,good,no,yes,4,iraqi,permanent,6.082144,0,none,no,yes,yes
51.206121,m,26-33,bachelor,1,single,no,2.623973,6.811056,local,ft,8.549782,526213.51147,1,yes,leademp,inventory,good,excellent,no,yes,4,iraqi,permanent,2,0,none,yes,yes,yes
13.554815,m,26-33,bachelor,3,married,no,0.91089,0.845799,local,ft,9,2,3,yes,supervisor,sales,good,good,yes,yes,4,iraqi,permanent,6,0,none,yes,no,yes
282,m,50yearsabove,bachelor,2,married,no,3,19,local,ft,8,630000,1,yes,leademp,marketing,excellent,good,no,yes,2,iraqi,permanent,2,0,none,yes,yes,yes
303.693385,m,18-25,bachelor,3,single,no,0,0,local,ft,9,2,2,yes,leademp,finishedgoodswarehouse,excellent,good,no,yes,1.984323,iraqi,permanent,3.586525,0,none,no,yes,yes
10.243142,m,26-33,undergraduate,3,married,no,0,0,local,ft,9.36708,2,1,yes,regularemp,humanresource,good,good,yes,yes,4,iraqi,permanent,6,0,none,yes,no,yes
296,f,18-25,bachelor,3,single,no,0,0,local,ft,9,2,2,yes,leademp,finishedgoodswarehouse,excellent,good,no,yes,2,iraqi,permanent,2,0,none,no,yes,yes
167.771862,m,42-49,bachelor,3,married,no,0,0,local,ft,8,1439918.791586,2,yes,supervisor,humanresource,good,excellent,no,yes,4,iraqi,permanent,4.399183,0,none,yes,yes,yes
286.580504,m,42-49,bachelor,3,married,yes,3.489311,19.175015,local,ft,8,2,1,yes,regularemp,marketing,excellent,good,no,yes,4,iraqi,permanent,4.760715,0,none,no,yes,yes
272.025831,m,34-41,bachelor,3,single,yes,0.110243,0.977297,local,ft,9.193158,825210.959326,1,yes,supervisor,rawmaterialswarehouse,good,good,no,yes,2,iraqi,permanent,9.58021,0,none,no,yes,yes
294.890261,m,42-49,bachelor,3,married,yes,4.148562,16.831278,local,ft,8,2,1,yes,regularemp,marketing,excellent,good,no,yes,4,iraqi,permanent,5,0,none,no,yes,yes
11.464925,m,26-33,undergraduate,3,married,no,0,0,local,ft,8,2,1,yes,regularemp,humanresource,good,good,yes,yes,4,iraqi,permanent,6,0,none,yes,no,yes
9.712933,m,26-33,bachelor,3,single,no,0.540352,0.566278,local,ft,8,2,1,yes,regularemp,others,excellent,excellent,yes,yes,2.2751,iraqi,permanent,5.49038,0,none,yes,no,yes
268.522654,m,50yearsabove,bachelor,2,married,no,1.613253,0.608392,local,ft,7.739058,655528.079207,1,yes,manager,marketing,excellent,good,no,no,2.913162,iraqi,permanent,4.403424,0,none,no,yes,yes
305.218264,m,34-41,bachelor,1,single,no,0.586283,1.986837,local,ft,8.392665,2,1,no,regularemp,finishedgoodswarehouse,good,good,no,no,3.926584,iraqi,permanent,6.804034,0,none,no,yes,yes
302,m,34-41,bachelor,2,married,yes,1,3,local,ft,9,2,1,yes,regularemp,rawmaterialswarehouse,good,good,no,yes,4,iraqi,permanent,2,0,none,no,yes,yes
11.549208,m,26-33,undergraduate,1,single,no,0,0,local,ft,9.739197,2,2,yes,regularemp,humanresource,good,good,yes,yes,4,iraqi,permanent,6,0,none,yes,no,yes
322.304954,m,34-41,bachelor,1,single,no,2.850408,1.762663,local,ft,8.70768,2,1,no,regularemp,corporateservices,good,good,no,no,2.418892,iraqi,permanent,9.582365,0,none,no,yes,yes
262.675975,f,34-41,bachelor,2,married,no,0,0,local,ft,8,789763.754899,1,yes,manager,preprocessing,good,good,no,yes,2.645338,iraqi,permanent,3,0,none,yes,yes,yes
30,m,26-33,diploma,2,single,no,0,0,local,ft,6,2,1,yes,regularemp,humanresource,good,excellent,yes,yes,4,iraqi,permanent,6,0,none,yes,yes,yes
72.993047,m,26-33,bachelor,1,married,no,0.239106,2.225906,local,ft,8,2,2,yes,leademp,others,good,good,no,yes,3.312165,iraqi,permanent,3.288918,0,none,yes,yes,yes
34.517116,m,26-33,diploma,2,single,no,0,0,local,ft,6.090008,2,1,yes,regularemp,humanresource,good,excellent,yes,yes,4,iraqi,permanent,6,0,none,yes,yes,yes
307.603115,m,34-41,bachelor,1,single,no,0.606734,0.196191,local,ft,8.938031,2,1,no,regularemp,corporateservices,good,good,no,no,1.687514,iraqi,permanent,7.784094,0,none,no,yes,yes
37.862119,m,34-41,bachelor,4,married,no,3.793699,4.503394,local,ft,8,3,2,no,manager,others,excellent,excellent,no,yes,4,iraqi,permanent,4,0,none,yes,yes,yes
358.822201,m,26-33,bachelor,1,married,yes,2.291846,21.6111,local,ft,8.884212,989926.322202,1,yes,regularemp,customerservice,excellent,excellent,no,yes,4,iraqi,permanent,4,0,none,no,yes,yes
95.166202,f,26-33,bachelor,1,married,yes,0,0,local,ft,8,2,2,yes,leademp,marketing,good,good,no,yes,2,iraqi,permanent,4.661556,0,none,yes,yes,yes
347.059123,m,34-41,bachelor,1,single,no,1.372861,1.122869,not-local,ft,8,988195.937247,1,yes,regularemp,preprocessing,good,excellent,no,yes,1.089393,iraqi,permanent,3.658894,0,none,no,yes,yes
265,m,26-33,undergraduate,1,married,yes,2,7,local,ft,8,970000,1,yes,supervisor,marketing,good,good,no,yes,4,iraqi,permanent,4,0,none,no,yes,yes
340.134969,m,18-25,bachelor,2,single,no,0,0,local,ft,9,725738.396077,1,yes,regularemp,finishedgoodswarehouse,good,good,no,yes,4,iraqi,permanent,4.72127,0,none,yes,yes,yes
329.871794,m,34-41,bachelor,1,single,no,0.155257,7.988119,local,ft,8.429911,2,1,yes,regularemp,customerservice,excellent,good,no,yes,4,iraqi,permanent,5,0,none,no,yes,yes
358,m,42-49,bachelor,1,married,yes,5,18,local,ft,8,720000,1,yes,regularemp,customerservice,good,good,no,yes,4,iraqi,temporary,7,0,none,yes,yes,yes
324.378597,m,50yearsabove,bachelor,4,single,no,2.543217,16.768539,local,ft,8.341888,999652.82612,0,yes,supervisor,marketing,good,good,no,yes,4,iraqi,permanent,2.841136,0,none,no,yes,yes
318.683962,m,18-25,bachelor,2,single,no,0,0,local,ft,9,2,1,yes,regularemp,finishedgoodswarehouse,good,good,no,yes,3.264007,iraqi,permanent,4.471059,0,none,yes,yes,yes
318.031114,m,34-41,bachelor,1,single,no,1.614197,1.982986,local,ft,8.285553,2,1,no,regularemp,corporateservices,good,good,no,no,3.812416,iraqi,permanent,8.806365,0,none,no,yes,yes
245.684682,f,50yearsabove,bachelor,1,married,yes,4.263336,25.965346,local,ft,8.249285,2,1,yes,regularemp,marketing,good,good,no,yes,1.876219,iraqi,permanent,3.262641,0,none,no,yes,yes
297.724559,m,18-25,bachelor,3,single,no,0,0,local,ft,9,2,2,yes,leademp,finishedgoodswarehouse,excellent,good,no,yes,2.900137,iraqi,permanent,5.816891,0,none,no,yes,yes
240.915011,m,34-41,bachelor,2,single,yes,0.798918,5.94627,local,ft,8,985351.963774,0,yes,leademp,rawmaterialswarehouse,good,good,no,no,4,iraqi,permanent,13.96102,0,none,yes,yes,yes
227.883845,m,50yearsabove,bachelor,2,married,yes,3.138932,9.61529,local,ft,6.60616,3,0,yes,supervisor,marketing,good,excellent,no,yes,3.655128,iraqi,permanent,2.206511,0,none,yes,yes,yes
319.587767,f,42-49,bachelor,1,married,yes,1.467797,17.618265,local,ft,8.75375,698815.37453,1,yes,regularemp,others,good,good,no,yes,1,iraqi,permanent,8.338955,0,none,yes,yes,yes
332.881744,m,34-41,bachelor,2,married,yes,2,12.465118,local,ft,9.228219,825000,1,yes,regularemp,rawmaterialswarehouse,good,good,no,yes,2,iraqi,permanent,5.751468,0,none,no,yes,yes
96.685036,m,26-33,bachelor,1,married,yes,0.356723,2.796598,local,ft,8,2,2,yes,regularemp,inventory,good,good,no,no,2.938938,iraqi,permanent,4.174038,0,none,yes,yes,yes
11.582267,m,26-33,bachelor,3,single,no,0.782733,0.290384,local,ft,8,2,1,yes,regularemp,others,excellent,excellent,no,yes,2.817149,iraqi,permanent,9.109885,0,none,yes,no,yes
262.088953,m,42-49,bachelor,4,married,yes,1.603164,4.635741,local,ft,8,2,1,yes,leademp,preprocessing,good,good,no,yes,4,iraqi,permanent,3,0,none,no,yes,yes
280.726826,m,42-49,bachelor,1,married,yes,0,0,local,ft,8.62536,721409.960557,1,yes,regularemp,customerservice,good,good,no,yes,2.539,iraqi,temporary,3.839383,0,none,yes,yes,yes
305.267552,m,34-41,undergraduate,2,single,no,2.433835,10.592494,local,ft,9,883173.805682,0,yes,manager,finishedgoodswarehouse,good,excellent,no,yes,4,iraqi,fixedtermcontract,3.711968,0,none,no,yes,yes
269.259555,m,34-41,bachelor,1,married,no,0,0,local,ft,8,932441.362836,1,yes,regularemp,sales,good,good,no,yes,4,iraqi,permanent,3.073408,0,none,yes,yes,yes
277.820322,m,34-41,bachelor,1,married,no,0.84029,18.405616,local,ft,8,938503.452519,1,yes,regularemp,sales,good,good,no,yes,4,iraqi,permanent,4.0141,0,none,yes,yes,yes
260.525407,m,42-49,bachelor,3,married,no,0,0,local,ft,8.91159,1382234.623325,2,yes,supervisor,humanresource,good,excellent,no,yes,4,iraqi,permanent,3,0,none,yes,yes,yes
251.288134,m,26-33,bachelor,1,single,no,0,0,local,ft,8.052932,524629.849296,1,yes,leademp,inventory,good,excellent,no,yes,4,iraqi,permanent,3.959184,0,none,yes,yes,yes
296,f,18-25,bachelor,3,single,no,0,0,local,ft,9,2,2,yes,leademp,finishedgoodswarehouse,excellent,good,no,yes,2,iraqi,permanent,2,0,none,no,yes,yes
45.486869,f,26-33,undergraduate,2,divorced,no,0,0,local,ft,8,2,1,yes,regularemp,sales,none,excellent,no,yes,4,iraqi,fixedtermcontract,6,0,none,no,yes,yes
87.852347,m,34-41,bachelor,4,married,no,0.78768,0.209619,local,ft,8.748088,932662.015185,1,yes,regularemp,IT,good,good,yes,yes,2.867915,iraqi,permanent,2095.354733,0,none,yes,yes,yes
110.02733,m,26-33,bachelor,3,single,no,0.572311,0,local,ft,8,2,1,yes,regularemp,marketing,good,excellent,no,yes,2.852929,iraqi,permanent,6,0.014348,none,yes,yes,yes
3.526691,m,26-33,bachelor,3,single,no,0.642504,1.634995,local,ft,7.184843,2,1,yes,regularemp,others,excellent,excellent,yes,yes,0.177626,iraqi,permanent,8.809745,0,none,yes,no,yes
95.333478,f,26-33,bachelor,1,married,yes,0,0,local,ft,8,2,2,yes,leademp,marketing,good,good,no,yes,2,iraqi,permanent,4.240714,0,none,yes,yes,yes
236.163475,m,34-41,bachelor,2,single,yes,0.543296,7.224038,local,ft,8,981718.588558,0,yes,leademp,rawmaterialswarehouse,good,good,no,no,4,iraqi,permanent,10.665898,0,none,yes,yes,yes
303.421284,m,34-41,undergraduate,3,single,no,5.528828,2.75088,local,ft,8.568063,879089.568983,0,no,manager,finishedgoodswarehouse,excellent,excellent,no,yes,4,iraqi,permanent,3,0,none,no,yes,yes
85.706713,m,26-33,bachelor,3,married,no,1.320853,3.937988,local,ft,8.524428,2,1,yes,regularemp,marketing,good,excellent,no,yes,4,iraqi,permanent,6,0,none,yes,yes,yes
299.715958,m,34-41,bachelor,1,married,yes,5.266468,14.898509,local,ft,8,2,1,yes,regularemp,customerservice,excellent,good,no,yes,4,iraqi,permanent,5,0,none,no,yes,yes
86.622002,m,34-41,diploma,4,married,no,2.161377,2.024521,local,ft,8,3,1,yes,leademp,marketing,good,excellent,yes,yes,2,iraqi,permanent,6,0,none,yes,yes,yes
236.141149,m,26-33,bachelor,1,married,no,3.847594,45.743787,local,ft,8,2,1,yes,leademp,sales,good,good,no,yes,4,iraqi,permanent,4,0,none,no,yes,yes
311.308419,m,42-49,bachelor,2,married,yes,3.36393,18.472044,local,ft,8.009506,886000,1,yes,manager,sales,good,excellent,no,yes,4,iraqi,permanent,4.846981,0,none,yes,yes,yes
97.300435,f,26-33,bachelor,1,married,yes,0.379037,1.051162,local,ft,8,2,2,yes,leademp,marketing,good,good,no,yes,3.384224,iraqi,permanent,5.349371,0,none,yes,yes,yes
310.21118,m,42-49,bachelor,2,married,yes,1.097639,12.868528,local,ft,8.09742,886000,1,yes,manager,sales,good,excellent,no,yes,3.123204,iraqi,permanent,4.889963,0,none,yes,yes,yes
103.897611,m,50yearsabove,bachelor,2,married,no,0.320509,960.856091,local,ft,6.955379,657257.966609,1,yes,manager,marketing,excellent,good,no,no,2.382802,iraqi,permanent,3.155538,0,none,no,yes,yes
90.453239,m,26-33,bachelor,3,married,no,0.347037,4.629305,local,ft,8.9184,2,1,yes,regularemp,marketing,good,excellent,no,yes,4,iraqi,permanent,6,0,none,yes,yes,yes
296,f,18-25,bachelor,3,single,no,0,0,local,ft,9,2,2,yes,leademp,finishedgoodswarehouse,excellent,good,no,yes,2,iraqi,permanent,2,0,none,no,yes,yes
14.383716,m,26-33,bachelor,3,married,no,1.1242,0.210014,local,ft,8.827573,2,3,yes,supervisor,sales,good,good,yes,yes,4,iraqi,permanent,6,0,none,yes,no,yes
342.8779,m,34-41,bachelor,1,married,yes,3.659623,18.019694,local,ft,8,2,1,yes,regularemp,customerservice,excellent,good,no,yes,4,iraqi,permanent,5.522399,0,none,no,yes,yes
264.246976,m,50yearsabove,bachelor,2,married,yes,3.566331,13.315959,local,ft,7.450563,3,0,yes,supervisor,marketing,good,excellent,no,yes,4,iraqi,permanent,3,0,none,yes,yes,yes
74.190732,f,26-33,bachelor,1,married,no,1.912541,4.667299,local,ft,8,2,2,yes,leademp,others,good,good,no,yes,3.39102,iraqi,permanent,4.86996,0,none,yes,yes,yes
38.281231,m,26-33,diploma,2,single,no,0,0,local,ft,6.88008,2,1,yes,regularemp,humanresource,good,excellent,yes,yes,4,iraqi,permanent,6,0,none,yes,yes,yes
98.877347,m,26-33,bachelor,1,married,yes,1,3,local,ft,8,2,2,yes,regularemp,inventory,good,good,no,no,4,iraqi,permanent,4.69899,0,none,yes,yes,yes
271.729724,m,34-41,bachelor,1,single,no,1.380476,17.885162,local,ft,8,944432.986845,1,yes,regularemp,services,good,good,no,yes,4,iraqi,permanent,5.038653,0,none,yes,yes,yes
106.818199,m,26-33,bachelor,2,married,no,0,0,local,ft,8.550733,3,0,yes,regularemp,marketing,good,excellent,no,yes,3.600973,iraqi,permanent,2.866045,0,none,yes,yes,yes
316.541196,m,26-33,bachelor,1,single,no,0,0,local,ft,8,950000,1,yes,regularemp,humanresource,good,good,no,yes,4,iraqi,permanent,6.369056,0,none,no,yes,yes
303.075993,m,34-41,bachelor,2,married,no,2.986516,14.1246,local,ft,8.756916,734805.698454,1,yes,regularemp,humanresource,good,good,no,yes,2.426874,iraqi,permanent,3.20208,0,none,yes,yes,yes
329.597972,m,34-41,bachelor,1,single,no,0.322666,6.124369,local,ft,8.984742,2,1,yes,regularemp,customerservice,excellent,good,no,yes,4,iraqi,permanent,5,0,none,no,yes,yes
273.88906,m,34-41,bachelor,1,single,no,1.3717,2.410826,not-local,ft,8,987283.783959,1,yes,regularemp,preprocessing,good,excellent,no,yes,3.890883,iraqi,permanent,3.985899,0,none,no,yes,yes
271.988153,m,42-49,bachelor,2,married,yes,3.623936,16.412473,local,ft,8.592183,886000,1,yes,manager,sales,good,excellent,no,yes,4,iraqi,permanent,4.309456,0,none,yes,yes,yes
